2.624828927218914032e-02,5.628761649131774902e-02,0.000000000000000000e+00,2.621747553348541260e-01,2.019303739070892334e-01,0.000000000000000000e+00,5.403459654189646244e-04,3.781585488468408585e-03,3.780619800090789795e-02,3.239574730396270752e-01,5.907950922846794128e-02,2.819386310875415802e-02,0.000000000000000000e+00
1.247253920882940292e-02,5.223279818892478943e-02,5.767736001871526241e-04,2.371770143508911133e-01,1.276911497116088867e-01,0.000000000000000000e+00,2.268664538860321045e-03,4.871481098234653473e-03,6.593587249517440796e-02,4.064021110534667969e-01,6.303759664297103882e-02,2.733401581645011902e-02,0.000000000000000000e+00
2.700816653668880463e-02,6.034173071384429932e-02,5.863399128429591656e-04,2.162083685398101807e-01,1.997878104448318481e-01,7.491056341677904129e-03,3.267013002187013626e-03,1.276834681630134583e-02,1.987755298614501953e-02,3.766732215881347656e-01,4.865496233105659485e-02,2.733543887734413147e-02,0.000000000000000000e+00
7.531024981290102005e-03,1.016266420483589172e-01,0.000000000000000000e+00,1.320748329162597656e-01,2.312894165515899658e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.567846746183931828e-03,2.069769613444805145e-02,4.387998878955841064e-01,3.143186122179031372e-02,3.498081862926483154e-02,0.000000000000000000e+00
2.627322450280189514e-03,1.041173636913299561e-01,0.000000000000000000e+00,2.589980959892272949e-01,1.504249572753906250e-01,1.995685743167996407e-03,1.322495227213948965e-04,3.931860439479351044e-03,2.496037445962429047e-02,3.489986658096313477e-01,7.788228243589401245e-02,2.593109942972660065e-02,0.000000000000000000e+00
3.985711559653282166e-02,5.088729411363601685e-02,0.000000000000000000e+00,1.157003790140151978e-01,1.455338597297668457e-01,2.186343260109424591e-02,1.330903172492980957e-02,1.914954511448740959e-03,7.233054190874099731e-02,4.757145047187805176e-01,3.917537257075309753e-02,2.371347136795520782e-02,0.000000000000000000e+00
2.362586930394172668e-02,9.857739508152008057e-02,0.000000000000000000e+00,2.696369290351867676e-01,1.351089924573898315e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.571076016873121262e-03,1.298983953893184662e-02,3.793048560619354248e-01,6.270155310630798340e-02,1.348347682505846024e-02,0.000000000000000000e+00
4.080263897776603699e-02,4.776333272457122803e-02,5.711665726266801357e-04,3.220277428627014160e-01,1.312332749366760254e-01,7.710164412856101990e-03,2.856997959315776825e-02,9.117072448134422302e-03,3.727741912007331848e-02,2.611371874809265137e-01,8.981934189796447754e-02,2.397071011364459991e-02,0.000000000000000000e+00
4.260642081499099731e-02,3.099226020276546478e-02,0.000000000000000000e+00,2.953765392303466797e-01,1.574403643608093262e-01,7.981010712683200836e-03,1.969509199261665344e-02,8.263243362307548523e-03,7.616153452545404434e-03,3.395011126995086670e-01,6.872091442346572876e-02,2.180691249668598175e-02,0.000000000000000000e+00
6.326315551996231079e-02,3.715934231877326965e-02,2.112776855938136578e-04,3.251763880252838135e-01,1.238697096705436707e-01,1.671723002800717950e-04,0.000000000000000000e+00,8.617346175014972687e-03,4.521766677498817444e-03,3.456942439079284668e-01,7.585050910711288452e-02,1.546904165297746658e-02,0.000000000000000000e+00
